FID,OBJECTID,SHAPE,ID,PLZ,ORT,STRASSE,STANDORT,TYP,OBJEKTTITEL,VULGONAMEN,BIOGR_ANGABEN,INSCHRIFT,BESCHREIBUNG,MATERIAL,ENTSTEHUNG,EPOCHE,KUENSTLER,GESCHICHTE,LITERATURQUELLEN,SE_ANNO_CAD_DATA
KUNSTWERKOGD.3619330,3619330,POINT (16.367344258673338 48.207784974872666),48295,1010,Wien,"Michaelerkirche, Habsburgergasse","Südfassade, im Durchgang zwischen Michaelerplatz und Habsburgergasse",Sakrale Kleindenkmäler,Ölberg,,,"Über dem Scheitel des  Rundbogens: 
""Hanns Hueber 1494""","Bemerkenswerte Skulpturengruppe an der Südfassade der Michaelerkirche: Ölberg - Szene mit Figuren in Wiener Tradition; farbige Fassung aus dem 18. und 19. Jahrhundert; die Kreuzigungsgruppe ist eine Ergänzung von 1732. Die Skulpturengruppe befindet sich in einer Rundbogennische hinter Glas, davor Schmiedeeisengitter; in den Zwickeln zwei Wappen.","Kalktein, Holz, Schmiedeeisen",1480-94,02 Gotik,,"Ursprünglicher Standort in der Friedhofsmauer, anlässlich der Erbauung des Kleinen Michaelerhauses an heutigen Standort übertragen.","Dehio, S. 110
Westerhoff, S. 117
Kapner, S. 139",
KUNSTWERKOGD.3619331,3619331,POINT (16.363981691750173 48.20965642818631),48296,1010,Wien,Minoritenplatz,Südöstlich der Minoritenkirche,Denkmäler,Clemens Maria Hofbauer - Denkmal,,"* 26.12. in Taßwitz (Mähren), + 15.3.1820 in Wien. Seelsorger.","Auf dem Sockel: 
""DER HEILIGE / KLEMENS MARIA HOFBAUER / WIRKTE AN DIESER KIRCHE / 1808 - 1813""
""V. RAINER 1913""
""REPRODUZIERT / O. THIEDE 1958""","Über Stufenpodest hoher, seitlich eingeschwungener Schaft mit der Büste Clemens Maria Hofbauers mit einem Buch und einem Kruzifix in Armen.",Stein,1913 / 1958 (Kopie),10 Späthistorismus/Jugendstil/Neoklassizismus,Virgil RAINER; Oskar THIEDE,"Im 2. Weltkrieg zerstört, 1958 wiedererrichtet","Kapner, S. 358
Dehio, S. 918
Westerhoff, S. 65",
KUNSTWERKOGD.3619332,3619332,POINT (16.37976238468249 48.20752912264985),48297,1010,Wien,Dr. Karl Lueger - Platz,,Denkmäler,Karl Lueger - Denkmal,,"* 24.10.1844 in Wien, 10.3.1910 in Wien. Politiker, Bürgermeister von Wien (1897 - 1910)","""LUEGER""
Bez. Josef Müllner 1913-16.","Denkmal für Dr. Karl Lueger über mehrteiliger Sockelzone: runde dreistufige Basis, darauf runder Sockel mit Reliefszenen und vier Steinstatuen, wiederum darüber ein hoher oktogonaler Sockel mit dem Bronzestandbild des Wiener Bürgermeisters; die Reliefs und die überlebensgroßen Figuren sollen die Leistungen Luegers als Bürgermeister zeigen: Arbeiter mit Gasrohr - Kommunalisierung der Gaswerke, Landarbeiter - Schaffung des Wald- und Wiesengürtels, trauernde Mutter - Witwen- und Waisenfürsorge, Greis - Bau des Lainzer Versorgungsheims. 

dazu: Vermittlungstafel WIENKL","Stein, Bronze",1913-1916  / Enthüllung: 19.9.1926,10 Späthistorismus/Jugendstil/Neoklassizismus,Josef MÜLLNER,Ursprünglich war als Standort der Rathausplatz geplant - Aufstellung am heutigen Standort erst 1926.,"Kapner, S. 369
Dehio, S. 926",
KUNSTWERKOGD.3619333,3619333,POINT (16.381551458658333 48.20714172124888),48298,1010,Wien,Weißkirchnerstraße,"Museum für angewandte Kunst, Einfahrt",Brunnen,Zierbrunnen,,,,"Rundes gebauchtes Brunnenbecken mit einem reich verzierten Schmiedeeisengitter (Tierdarstellungen), als Abschluss die Darstellung des Hl. Georg mit dem Drachen.","Stein, Schmiedeeisen",19. Jahrhundert (?),,,,"Dehio, S. 539",
KUNSTWERKOGD.3619334,3619334,POINT (16.364075899917466 48.209701371415186),48299,1010,Wien,Minoritenplatz,"Nördlich der Minoritenkirche, nächst Nr. 7",Denkmäler,Rudolf von Alt - Denkmal,,"* 28.8.1812 in Wien, + 12.3.1905 in Wien. Maler und Lithograph.","Auf dem Sockel: 
""RUDOLF v. ALT / 1812 - 1905.""",Eher schwerer Sockel mit der späthistoristischen Sitzfigur des Malers Rudolf von Alt mit einem Skizzenblock in der Hand.,Stein,1912 / Enthüllung: 28.10.1912,10 Späthistorismus/Jugendstil/Neoklassizismus,Hans SCHERPE,,"Kapner, S. 336
Dehio, S. 917",
KUNSTWERKOGD.3619335,3619335,POINT (16.381888653634142 48.2080858757518),48300,1010,Wien,Stubenring 3-5,Am Verbindungstrakt zwischen Universität und Museum für angewandte Kunst,Brunnen,Minervabrunnen,Athenebrunnen,,,"Brunnen an der Wand des Verbindungsbaus zwischen Universität und Museum für angewandte Kunst: sehr niedriges, etwa knöchelhohes geschwungenes Becken; dahinter die Wand architektonisch gegliedert (Pilaster, Giebel mit Wappen), im Mittelteil ein kleines Muschelbecken mit Kopfmaske als Speier; an der Wand darüber großes Mosaik mit der Darstellung Minervas (für Kunsthalle der Wiener Weltausstellung entworfen).","Stein, Metall",1873,09 Strenger Historismus,Laufberger LAUFBERGER; Josef POKORNY; Antonio SALVIATI,,"Dehio, S. 540
Kapner, S. 455",
KUNSTWERKOGD.3619336,3619336,POINT (16.35920452942785 48.208092666061916),48301,1010,Wien,"Dr. Karl Renner - Ring 3, Parlament",Rechts des Eingangs,Denkmäler,Hansen - Denkmal,,"* 13.7.1813 in Kopenhagen, + 17.2.1891 in Wien. Architekt.","Auf dem Sockel:
""THEOPHIL HANSEN / MDCCCXIII - MDCCCXCI""
""H. Haerdtl fec 1905""","Über einem sich nach oben verjüngenden Steinsockel mit Inschrift und reicher Ornamentierung ein zweiter kleinerer Sockel mit der Bronzebüste Theophil Hansens, dem Architekten des Parlaments.","Stein, Bronze",1905,10 Späthistorismus/Jugendstil/Neoklassizismus,H. HAERDTL,,"Kapner, S. 356
Dehio, S. 543
Czeike, Innere Stadt, S. 32",
KUNSTWERKOGD.3619337,3619337,POINT (16.365043437592963 48.207551752753915),48302,1010,Wien,In der Burg,Hofburg,Denkmäler,Franz I. (II.) - Denkmal,,"* 12.2.1768 in Florenz, 2.3.1835 in Wien. Kaiser Franz I. (II.), letzter römisch-deutscher Kaiser, 43-jährige Regentschaft in Österreich.","Vorne auf dem Sockel: 
""AMOREM MEUM POPULIS MEIS / TESTAM. CAP. XIIII""
Hinten auf dem Sockel: 
""IMP FRANCISCO I PIO IUSTO FORTI PACIFICO / PATRI PATRIAE AUGUSTO PARENTI / FERDINANDUS I AUSTRIAE IMP MDCCCXXXXVI""
Auf einem Relief rechts:
""BELLO EXTINCTO / VIIS PATEFACTIS / TERGESTE (?) ET VENETIIS / PORTUS IMUNITATE / DONATIS / COMMERCIUM / TERRA MARIQUE / AUCTUM / N / F / M 1898""

""P. MARCHESI I. R. STATUARIO""","Monumentaldenkmal für Kaiser Franz I.: Auf einem Podest quadratischer Sockel mit Inschriften, darüber oktogonaler Sockel mit Reliefs, darauf letztendlich die monumentale Statue des Kaisers in antiker Kleidung; auf den acht Reliefs Allegorien auf Franz I. den Förderer (Wissenschaft, Handel, Gewerbe, Industrie, Ackerbau, Viehzucht, Christliche Kunst, Heldentum der österreichischen Völker); auf den vier Ecksockeln weibliche Sitzfiguren, die kaiserlichen Tugenden verkörpernd (Friede, Glaube, Stärke, Gerechtigkeit); das gesamte Monument ist reich mit Bronzeornamenten verziert. Bedeutendstes Wiener Monumentaldenkmal des Spätklassizismus.","Stein, Bronze",1846/ Enthüllung: 16.6.1846,07 Klassizismus/Biedermeier,Pompeo MARCHESI; Leopold MAYER,Der 1838 ausgeschriebene Wettbewerb blieb ohne Ergebnis. Grundsteinlegung am Jahrestag der Völkerschlacht von Leipzig 1842 nach Plänen Pompeo Marchesis.,"Kapner, S. 350
Dehio, S. 921
Czeike, Innere Stadt, S. 76",
KUNSTWERKOGD.3619338,3619338,POINT (16.37679310193359 48.2127192974),48303,1020,Wien,Marienbrücke,In der Mitte der Brücke,Sakrale Kleindenkmäler,Marienstatue,,,"Vorne am Sockel:
""HEILIGE MARIA / BITT FÜR UNS""
Hinten am Sockel: ""ERRICHTET 1909 / WIEDERERRICHTET 1983 / IM JAHRE DES ÖSTERREICHISCHEN / KATHOLIKENTAGES / UND DES BESUCHES VON / PAPST JOHANNES PAUL II / DIE STADT WIEN""","Über dreiteiligem Sockel mit Verzierung und einem Wolkensockel die überlebensgroße Statue Mariens mit Kind im Arm, zu ihren Füßen eine junge Frau (angeblich Donauweibchen); umgeben ist die Skulptur von einem Bogen mit rankenden Rosen.",Bronze,1909 (Original),10 Späthistorismus/Jugendstil/Neoklassizismus,Hans SCHWATHE; Oskar THIEDE,,"Kapner, S. 136
Dehio, S. 22 (Bd. 2)
Westerhoff, 1993, S. 52",
KUNSTWERKOGD.3619339,3619339,POINT (16.373643036223765 48.21073286791852),48304,1010,Wien,Hoher Markt 10,Brücke,Profanplastiken/Kunst am Bau freistehend,Ankeruhr,,,,"Auf einer Brücke monumentale Bilderuhr mit Orgelspielwerk: in der Mitte  Kupferblechrahmen mit Allegorien von Leben und Tod, Basilisken und Sonnenscheibe; darin Kreisausschnitt mit Wappen, zwölf überlebensgroße Figurenpaaren bzw. Einzelfiguren aus bemaltem Kupferblech (Kaiser Marc Aurel, Kaiser Karl der Große, Herzog Leopold VI und Theodora von Byzanz, Walther von der Vogelweide, König Rudolf von Habsburg und Anna von Hohenberg, Hans Puchsbaum, Kaiser Maximilian I., Johann Andreas von Liebenberg, Graf Ernst Rüdiger von Starhemberg, Prinz Eugen von Savoyen, Kaiserin Maria Theresia und Kaiser Franz I. Stephan, Josef Haydn); seitlich je eine Fensteröffnung zwischen Marmorsäule und reliefiertem Blumenstock; auf der Rückseite Uhr in pylonengerahmtem  Mittelteil von Anker und Adlern aus Kupferblech bekrönt, seitlich Fenster mit Putti als Atlanten; Unterseite der Brücke verziert mit Putzrelief (Sphingen halten einen Himmelsglobus mit Tierkreiszeichen). Ausführung der Kupfertreibarbeiten: Franz SiegelAusführung der Steinmetzarbeiten: Andrea Francini","Kupferblech, Stein",1911-17,10 Späthistorismus/Jugendstil/Neoklassizismus,Franz von MATSCH,,"Dehio, S. 730
Czeike, Innere Stadt, S. 80",
KUNSTWERKOGD.3619340,3619340,POINT (16.368063118855186 48.21708376009061),48305,1010,Wien,Deutschmeisterplatz,,Denkmäler,Deutschmeister - Denkmal,,,"Am Pylonen: 
""MIT GOTT / FÜR KAISER / UND / VATERLAND""
""DIE WIENER / IHREN / DEUTSCHMEISTERN""
""1712 / QUESNOI / 1743 / CAMPO SANTO / 1758 / HOCHKIRCHEN / 1789 / BELGRAD / 1793 / RETSCHWEILER / 1794 / HASPRES / 1799 / NOVI""
""1809 / ENNSDORF / ASPERN / WAGRAM / 1813 / VERONA / 1814 / VALEGGIO / 1849 / NOVARA / 1859 / BAGOLINO / 1866 / ROZBERIC""

Relieftitel bei Beschreibung.","Eingefriedete Grünfläche auf hohem Sockel, mittig das Deutschmeisterdenkmal: Über Stufenpodest ein mehrfach gegliederter Sockel mit Schlachtenreliefs, Wappenmedaillons und Skulpturen; alles bekrönend über einem Pylonen mit Inschriften die Bronzestatue des Deutschmeisterfahnenträgers.

Am Sockel vorne: Allegorie der Vindobona über Relief ""Die Feuertaufe bei Zenta 1697"", Bronzelorbeerkranz für Opfer des 1. Weltkriegs (1931), Am Sockel hinten: Doppeladler über Trophäen mit Büstenmedaillons, Franz Ludwig von Pfalz-Neuburg 1696, Erzherzog Eugen von Österreich 1896 und Wappenschild des deutschen Ordens über Relief ""Graf Soro bei Kolin 1757""Links am Sockel: ""Der Grenadier von Landshut 1809""Rechts am Sockel: ""Der treue Kamerad 1814""Einfriedung durch Poller in Form von Obelisk-Stümpfen mit bekrönenden flammenden Kugeln.","Stein, Bronze",1906,10 Späthistorismus/Jugendstil/Neoklassizismus,Johannes BENK; August WEBER,"Das Denkmal wurde 1896 gestiftet und wurde anlässlich des 200-jährigen Bestehens des Wiener Hausregiment der ""Hoch und Deutschmeister Nr. 4"" errichtet.","Kapner, S. 407
Dehio, S. 919
Czeike, Innere Stadt, S. 25",
KUNSTWERKOGD.3619341,3619341,POINT (16.371033639891497 48.212046699075465),48306,1010,Wien,Wipplinger Straße 8,"Altes Rathaus, an der Hoffassade",Brunnen,Andromedabrunnen,,,,"Wandbrunnen mit architektonischer Rahmung: geschwungenes, gebauchtes Brunnenbecken mit Gitteraufsatz vor einer Rundbogennische mit bedeutendem beinahe vollplastischen Relief ""Perseus und Andromeda""; links und rechts der Nische gebauchte Pfeiler mit Atlanten in Form allegorischer Putti (Kardinalstugenden), sie tragen einen geschwungenen Balkon mit teils vergoldetem Schmiedeeisengitter (Gitter von Simon Vogel, 1725).","Stein, Blei",1741,06 Spätbarock/Rokoko/Barockklassizismus,Georg Raphael DONNER,,"Kapner, S. 454
Dehio, S. 292
Czeike, Innere Stadt, S. 175",
KUNSTWERKOGD.3619342,3619342,POINT (16.37166318989826 48.20791861951977),48307,1010,Wien,Stock-im-Eisen-Platz 3 / Ecke Kärntner Straße,Palais Equitable,Denkmäler,Stock im Eisen,,,,"Ältester noch erhaltener Nagelbaum: am Hauseck auf einem Säulenpostament in einer Nische und hinter Glas ein dicht mit Nägeln beschlagener Fichtenstamm mit Eisenbändern und Efeu aus Eisen, von einem Eisenband mit Schloss umgeben. Eisenbeschluss bezeichnet mit ""HB"" für Hans Buettinger, 1575, Stamm aus der Zeit um 1440.","Eisen, Holz, Stein",Um 1440,02 Gotik,,"Ältestes Wahrzeichen Wiens, um das sich viele Sagen ranken.","Dehio, S. 340
Westerhoff, 1993, S. 163
Czeike, Innere Stadt, S. 165",
KUNSTWERKOGD.3619343,3619343,POINT (16.36848492522655 48.20309918964612),48308,1010,Wien,Opernring / Operngasse / Herbert von Karajan - Platz,"Links und rechts der Oper vor den Seitentrakten, in der Grünfläche",Brunnen,Opern - Brunnen,,,,"Zwei ursprünglich eingefriedete, in den Grünflächen vor den Seitentrakten der Oper stehende reich verzierte Springbrunnen gleichen Aufbaus: über Stufenpostament rundes gebauchtes Becken mit mittigem eine Schale tragenden Dreikantsockel, darüber um einen schmalen Schaft drei weibliche Figuren, die wiederum die letzte und kleinste Brunnenschale tragen; bekrönend eine weibliche Figur. Figuren des Brunnen auf Seite der Operngasse: Tonkunst über Leichtsinn, Freude und Ernst. Figuren des Brunnens auf Seite der Kärntnerstraße: Loreley über Liebe, Trauer und Rache.","Stein, Metall",1867-68 / Enthüllung: 25.5.1869,09 Strenger Historismus,Hans GASSER; August SICARD VON SICCARDSBURG; Eduard VAN DER NÜLL,"Enthüllung gemeinsam mit der des ""Hofoperntheaters"" (Oper).","Kapner, S. 468
Dehio, S. 582
Czeike, Innere Stadt, S. 113",
KUNSTWERKOGD.3619344,3619344,POINT (16.373789327944426 48.20839458343509),48309,1010,Wien,Stephansplatz 1,"Nordfassade, über der Capistran - Kanzel",Denkmäler,Capistran - Denkmal,,"* 24.6.1386 in Capistrano, + 23.10 1456 in Ilok. Franziskanermönch.","Inschriftenkartusche: 
""S. JOANNI D CAPISTRANO / ORD. MIN. S. FRANCISCI REG. OBSERV / PRODIGIOSO E CAPIDEO SUGGESTUA 1451 ECCLESIASTI / ORTHODOXAE FIDEI LUMINI HAERETI CORUM VINDICI / INVIRTUTES SS. NOMINIS IHS TURCARUM FULMINI / PROVINCIAE FRANCISCANO AUSTRIACAE: SUOQUE FUNDATORI / IN HONORIS TESSERAM / VETUS HOC MONUMENTUM QUASI COLLAPSUM / CONVENTUS FF. MINORUM AD. S. HIERONYMUM / BENEFICORUM ADJUTUS SUBSIDIIS / MAIORUM TEMPLI ET URBIS PERMISSU / RESTITVIT INOVAVIT / ET APPOSITA NOVA TANTI CONTRA OTTO MANOS / HEROIS STATUA DECORAVIT""

Inschrift auf Kanzel kaum leserlich.","An einem Strebepfeiler des Chores Denkmal des Franziskanerheiligen Johannes von Capistrano: über Freikanzel und ovaler Inschriftenkartusche die Figur des Heiligen mit Fahne in der rechten Hand, über einem liegenden (besiegten) Türken stehend; ihn umgebend Waffen- und Fahnentrophäen, bekrönende Strahlen- und Wolkengloriole mit Putto.","Sandstein, Metall",1737,05 Hochbarock,Johann Josef RESLER; Francois ROETTIERS,Die ursprünglich am Stephansfriedhof in der Nähe des späteren Domhofs stehende gotische Freikanzel (Ende 14. Jahrhundert) diente dem Franziskanerheiligen für Kampfpredigten gegen die andersgläubigen Türken. Mit Auflassung des Friedhofs wurde die Kanzel 1737 versetzt und zu einem Teil eines Denkmals umgeformt. Ausführung des Denkmals nach einem Entwurf des Malers Francois Roettiers.,"Kapner, S. 343
Dehio, S. 199
Czeike, Innere Stadt, S. 159",
KUNSTWERKOGD.3619345,3619345,POINT (16.40830909753198 48.28178928048776),48315,1210,Wien,Jedlersdorfer Platz 2,,Sakrale Kleindenkmäler,Pieta,,,,"Über Stufenpostament hoher Vierkantsockel mit Eisenlaterne, darüber Pieta vor einem hohen Holzkreuz.","Stein, Holz, Eisen",19. Jahrhundert,,,,"Kapner, S. 143
Westerhoff, 1993, S. 61
Czeike, Floridsdorf, S. 29",
KUNSTWERKOGD.3619346,3619346,POINT (16.389424075325863 48.286763774547964),48317,1210,Wien,Berlaweg / Mühlweg,,Sakrale Kleindenkmäler,Rotes Kreuz,,,,"Auf rot gefärbtem Holzkreuz polychromierter Blechcorpus. So genannter ""Blecherner Herrgott"".","Holz, Blech",1822 / 1876 / 1937,,,1822 von Anton Glock als Friedhofskreuz für einen Cholerafriedhof gestiftet. Sein Schwiegersohn Johann Hirsch erneuerte es 1876 aus dem Stegbaum einer zerstörten Schiffsmühle. 1937 durch Sturm zerstört und neu errichtet.,"Kapner, S. 95
Westerhoff, 1993, S. 154
Czeike, Floridsdorf, S. 39",
KUNSTWERKOGD.3619347,3619347,POINT (16.366156062612166 48.20057272379886),48380,1010,Wien,Friedrichstraße 12,Rechts der Secession,Denkmäler,Marc Anton - Gruppe,,"* 82 v. Chr. In Rom, + 1.8.30 v. Chr. In Alexandria. Römischer Staatsmann und Feldherr.","""Arthur Strasser""","Späthistoristisch - secessionistisches monumentales Bronzedenkmal mit Darstellung des römischen Feldherren und Staatsmannes Marc Anton mit Löwengespann. BESCHREIBUNG UND DATEN VON DEHIO ÜBERNOMMEN, DA ZUR ZEIT DER AUFNAHME EINGERÜSTET.","Stein, Bronze",20.12.1900 und 5.3.1901,10 Späthistorismus/Jugendstil/Neoklassizismus,Arthur STRASSER,,"Kapner, S. 336
Dehio, S. 926
Czeike, Innere Stadt, S. 53",
KUNSTWERKOGD.3619348,3619348,POINT (16.372970384652557 48.21087697687393),48382,1010,Wien,Hoher Markt,,Brunnen,Vermählungsbrunnen,Josephsbrunnen,,DIVO - IOSEPHO - E - DAVIDICA - STIRPE - DEIPARAE - VIRGINIS - VIRO - CHRISTI - SERVATORIS - NUTRITIO - PRAESENTISSIMO - AUSTRIAE - PATRONO-NUNCUPATUM - LEOPOLDO - & - IOSEPHO - AUGG. - VI - ROM - IMP - ET - HISPAN - REX - A - PARTRE - AC - FRATRE - ADUMBRATUM - OPUS-AERE - AC - MARMORE - DE - INTEGRO - EXTRUENS - M - L - CURA.SUPREM.AEDIF.CAES.PRAEF.GUNDAC.COM.AB.Althann.AN.1732,"Runder Sockel mit Vermählungsgruppe (Hl. Maria, Hl. Joseph, Hohepriester) aus Marmor von Antonio Corradini unter Bronzebaldachin signiert ‚Ioannes Baptista Divall' aus Palmwedelvoluten mit bekrönender vergoldeter Hl. Geist - Taube, auf vier korinthischen Säulen mit Basen und Kapitellen aus Bronze. Säulen auf in Voluten auslaufenden Vorlagen, bekrönt mit bronzenen, vergoldeten Leuchtern, Seitenflächen mit Reliefs (Putten); vor den Säulen Engelsfiguren aus Marmor von A. Corradini; Sockel mit Bauinschrift und bemerkenswerten teilweise beschädigten Reliefs (Anbetung der Hirten, Darbringung im Tempel, Epiphanie) wahrscheinlich von A. Corradini. Dem Sockel seitlich Brunnenbecken mit Springbrunnen angelagert, Vorder- und Rückseite mit Balustrade (vorne mit schmiedeeisernem Gitter, 19. Jh.); Kettenträger.","Marmor, Bronze",1729-32,05 Hochbarock,Antonio Corradini; Johann Bernhard Fischer von Erlach; Joseph Emanuel FISCHER VON ERLACH,"1705/06 Holzmonument auf ein Gelübde Kaiser Leopolds I. von Johann Bernhard Fischer von Erlach errichtet, bereits 1725 wegen Baufälligkeit abgetragen. 
Heutiger Brunnen auf Initiative Kaiser Karls VI. unter Aufsicht von Gundaker Graf Althan errichtet. Ehrenmal und Marktbrunnen verbindendes Brunnenmonument, erbaut 1729/32 von Joseph Emanuel Fischer von Erlach.
1944/45 beschädigt.","Kapner, S. 472
Dehio, S. 931
Westerhoff, 1993, S. 51
Czeike, Innere Stadt, S. 79",
KUNSTWERKOGD.3619349,3619349,POINT (16.331795994670173 48.23069481722979),48385,1180,Wien,Gentzgasse 140-142,Rund um die Weinhauser Pfarrkirche St. Joseph,Sakrale Kleindenkmäler,Rosenkranzweg,,,,"Rosenkranzweg auf dem hinter der Kirche steil ansteigenden Gelände der Türkenschanze. Rampenartig geführte Wege mit insgesamt fünfzehn Bildstöcken aus Stein mit Reliefdarstellungen der Rosenkranzgeheimnisse. Eingebunden in die Anlage sind auch zwei Grotten aus der Zeit um 1890 - Josefsgrotte und Lourdesgrotte. Bildstöcke: schlanke abgefaste Pfeiler mit rechteckigem Tabernakelaufsatz, darin in Spitzbogen die Stationen; Abschluss durch Satteldach, an der spitze steinerne Lilie; die Bildstöcke sind nummeriert.",Stein,"1892 (Bildstöcke), um 1890 (Grotten)",10 Späthistorismus/Jugendstil/Neoklassizismus,Rochus HAAS; Josef SCHMALZHOFER,Rosenkranzweg auf Initiative von Pfarrer Josef Deckert (1843 - 1901).,"Dehio, S. 471 
Westerhoff, 1993, S. 143 
Berger, 2004, S. 382
Kretschmer, Währing, S. 10",
KUNSTWERKOGD.3619350,3619350,POINT (16.30766763197683 48.24412717841909),48388,1180,Wien,Khevenhüller Straße 2 / Pötzleinsdorfer Straße,Garten,Profanplastiken/Kunst am Bau freistehend,Ausstattung Garten Geymüllerschlössl,,,,"Im Garten sind einige Sammlungsstücke des ehem. Besitzers des Geymüllerschlössls, dem Kunstsammler Dr. Franz Sobek, aus der 1. Hälfte des 19. Jahrhunderts aufgestellt: unter anderem ein zentrales rundes Brunnenbecken mit Vase auf hohem Sockel; weiters zwei neogotische Steinbänke, die Rückenlehnen mit durchbrochenem Maßwerk; dreifigurige Bronzegruppe Venus, Amor und Adonis, 1873 auf der Weltausstellung; Abguss einer Gruppe aus Versailles (Stempel Ducel-Fusapiers); Putti.","Stein, Bronze",19. Jahrhundert,,,,"Dehio, S. 473
Berger, 2004, S. 387
Kretschmer, Währing, S. 21",
KUNSTWERKOGD.3619351,3619351,POINT (16.288584675211016 48.234642068537774),48389,1170,Wien,Waldegghofgasse 3-5,Garten,Profanplastiken/Kunst am Bau freistehend,Gartenausstattung Schloss Neuwaldegg,,,,"In Terrassen angelegter Barockgarten aus dem 1. Viertel des 18. Jahrhunderts, der jedoch weitgehend um 1891 neobarock umgestaltet wurde. Ausstattung mit Skulpturen Brauns aus dem Schwarzenbergschen Schloss Citoliby in Böhmen. Ausstattung: Galerie grotesker Zwerge in zeitgenössischen Trachten, bacchantische Puttengruppen, Putten ""Vier Elemente"", Figuren ""Vier Erdteile"", Vasen, Brunnen.",Stein,Um 1719,05 Hochbarock,Matthias Bernhard BRAUN,,"Dehio, S. 429
Berger, 2004, S. 370
Czeike, Hernals, S. 60",
KUNSTWERKOGD.3619352,3619352,POINT (16.3359014692222 48.154424540621555),48552,1230,Wien,Gutheil-Schoder-Gasse 17 / Verlängerung der Zanaschkagasse bei der A 23,Auf dem Gelände der Firma Kapsch,Sakrale Kleindenkmäler,Türkenkreuz,,,,"Starker Vierkantpfeiler mit Putzfeldern und schmalem Gesims, darüber gleich breiter Tabernakelaufsatz mit Segmentbogennischen; Abschluss durch zeltförmiges Ziegeldach und ein Metallkreuz mit Flammen und Kleeblattenden.","Stein, Metall",Ende 17. Jahrhundert (?),05 Hochbarock,,Angeblich befindet sich dort ein Massengrab aus den Türkenkriegen.,"Kapner, S. 87
Dehio, S. 730
Westerhoff, 1993, S. 107",
KUNSTWERKOGD.3619353,3619353,POINT (16.33479901073329 48.17821042500297),50403,1120,Wien,Rauchgasse 15-17 / Vierthalergasse 11-17,Wohnhausanlage,Profanplastiken/Kunst am Bau freistehend,"Brunnenplastik ""Mutterglück""",,,,,Naturstein,,12 Nach 1945,Michael DROBIL,,,
KUNSTWERKOGD.3619354,3619354,POINT (16.338402905495848 48.18295885338445),57015,1120,Wien,Längenfeldgasse 13-15,Berufschule - am Gang (linker Trakt),Profanplastiken/Kunst am Bau freistehend,"Liegendes Rind ""Zugochs""",,,,,Bronze,,12 Nach 1945,Gabriele WALDERT,"Früherer Standort: Wien 3., Viehmarktgasse 3, St. Marx, Berufschule für Fleischer",,
KUNSTWERKOGD.3619355,3619355,POINT (16.299292646043476 48.150963857624305),57016,1230,Wien,Breitenfurter Straße 184-196,Atzgersdorf / Johann-Radfux-Hof,Profanplastiken/Kunst am Bau freistehend,Ansicht von Atzgersdorf um 1840,,,,Freistehende Reliefwand aus Kunststein.,"Kunststein, freistehende Reliefwand",,12 Nach 1945,Ferdinand WELZ,,,
KUNSTWERKOGD.3619357,3619357,POINT (16.331290778937515 48.218372322172286),58678,1170,Wien,Elterleinplatz,vor Haus Nr. 12,Brunnen,Alszauber - Brunnen,,,,"Weites rundes Steinbecken, auf hohem Mittelsockel Putten, Traubenkranz haltend.
Aussen nahezu 4 lebensgroße Bronze-Sitzfiguren des Schrammelquartetts: Willi Strohmayer (mit Harmonika), Prof. Adolf Rondorf (mit Gitarre), Johann Schrammel, Paul Fiebrich (mit Violinen).","Brunnen: Stein
4 Aussenfiguren: Bronze",1932,11 Zwischenkriegszeit und 2. Weltkrieg,Carl PHILIPP; Heribert RATH,"Gebaut von Carl Philipp im Jahr 1932 im Auftrag der Hernalser Bevölkerung.
Die Originale des Schrammelquartetts aus Bronze wurden 1943 eingeschmolzen und 1981 nach Gipsmodellen (im Bezirksmuseum verwahrt) von Heribert Rath neu gegossen.","Dehio, S. 456
Czeike, Bd. 1, S. 63f.",
